N HSQ P NCAU START STOP EST
75000 0.0015 2734 3 18296088 19912358 0.00251
75000 0.0015 2734 3 18296088 19912358 0.000802
75000 0.0015 2734 3 18296088 19912358 0.00327
75000 0.0015 2734 3 18296088 19912358 0.00199
75000 0.0015 2734 3 18296088 19912358 0.00485
75000 0.0015 2734 3 18296088 19912358 0.00113
75000 0.0015 2734 3 18296088 19912358 0.00215
75000 0.0015 2734 3 18296088 19912358 0.000782
75000 0.0015 2734 3 18296088 19912358 0.00179
75000 0.0015 2734 3 18296088 19912358 0.00111
75000 0.0015 2734 3 18296088 19912358 0.00288
75000 0.0015 2734 3 18296088 19912358 0.0018
75000 0.0015 2734 3 18296088 19912358 0.00112
75000 0.0015 2734 3 18296088 19912358 0.0024
75000 0.0015 2734 3 18296088 19912358 0.00219
75000 0.0015 2734 3 18296088 19912358 0.00105
75000 0.0015 2734 3 18296088 19912358 0.000833
75000 0.0015 2734 3 18296088 19912358 0.000784
75000 0.0015 2734 3 18296088 19912358 0.00142
75000 0.0015 2734 3 18296088 19912358 0.00176
75000 0.0015 2734 3 18296088 19912358 7.96e-05
75000 0.0015 2734 3 18296088 19912358 0.00184
75000 0.0015 2734 3 18296088 19912358 0.000401
75000 0.0015 2734 3 18296088 19912358 0.00265
75000 0.0015 2734 3 18296088 19912358 0.000736
75000 0.0015 2734 3 18296088 19912358 0.000366
75000 0.0015 2734 3 18296088 19912358 0.00185
75000 0.0015 2734 3 18296088 19912358 0.00245
75000 0.0015 2734 3 18296088 19912358 0.00149
75000 0.0015 2734 3 18296088 19912358 0.000311
75000 0.0015 2734 3 18296088 19912358 0.00354
75000 0.0015 2734 3 18296088 19912358 0.00222
75000 0.0015 2734 3 18296088 19912358 0.00265
75000 0.0015 2734 3 18296088 19912358 0.000543
75000 0.0015 2734 3 18296088 19912358 0.00105
75000 0.0015 2734 3 18296088 19912358 0.00187
75000 0.0015 2734 3 18296088 19912358 0.00185
75000 0.0015 2734 3 18296088 19912358 0.00175
75000 0.0015 2734 3 18296088 19912358 0.00146
75000 0.0015 2734 3 18296088 19912358 0.00164
75000 0.0015 2734 3 18296088 19912358 0.00152
75000 0.0015 2734 3 18296088 19912358 0.00109
75000 0.0015 2734 3 18296088 19912358 0.000777
75000 0.0015 2734 3 18296088 19912358 0.000757
75000 0.0015 2734 3 18296088 19912358 0.00139
75000 0.0015 2734 3 18296088 19912358 0.00206
75000 0.0015 2734 3 18296088 19912358 0.00107
75000 0.05 2734 3 18296088 19912358 0.0486
75000 0.05 2734 3 18296088 19912358 0.0516
75000 0.05 2734 3 18296088 19912358 0.0471
75000 0.05 2734 3 18296088 19912358 0.0502
75000 0.05 2734 3 18296088 19912358 0.0481
75000 0.05 2734 3 18296088 19912358 0.0473
75000 0.05 2734 3 18296088 19912358 0.0477
75000 0.05 2734 3 18296088 19912358 0.049
75000 0.05 2734 3 18296088 19912358 0.0513
75000 0.05 2734 3 18296088 19912358 0.0535
75000 0.05 2734 3 18296088 19912358 0.0509
75000 0.05 2734 3 18296088 19912358 0.0478
75000 0.05 2734 3 18296088 19912358 0.0523
75000 0.05 2734 3 18296088 19912358 0.0498
75000 0.05 2734 3 18296088 19912358 0.0533
75000 0.05 2734 3 18296088 19912358 0.0479
75000 0.05 2734 3 18296088 19912358 0.0512
75000 0.05 2734 3 18296088 19912358 0.0481
75000 0.05 2734 3 18296088 19912358 0.0475
75000 0.05 2734 3 18296088 19912358 0.0467
75000 0.05 2734 3 18296088 19912358 0.0546
75000 0.05 2734 3 18296088 19912358 0.0513
75000 0.05 2734 3 18296088 19912358 0.0491
75000 0.05 2734 3 18296088 19912358 0.05
75000 0.05 2734 3 18296088 19912358 0.0528
75000 0.05 2734 3 18296088 19912358 0.0495
75000 0.05 2734 3 18296088 19912358 0.0496
75000 0.05 2734 3 18296088 19912358 0.0534
75000 0.05 2734 3 18296088 19912358 0.0492
75000 0.05 2734 3 18296088 19912358 0.05
75000 0.05 2734 3 18296088 19912358 0.0525
75000 0.05 2734 3 18296088 19912358 0.0504
75000 0.05 2734 3 18296088 19912358 0.0487
75000 0.05 2734 3 18296088 19912358 0.0489
75000 0.05 2734 3 18296088 19912358 0.0505
75000 0.05 2734 3 18296088 19912358 0.0508
75000 0.05 2734 3 18296088 19912358 0.0499
75000 0.05 2734 3 18296088 19912358 0.0518
75000 0.05 2734 3 18296088 19912358 0.0464
75000 0.05 2734 3 18296088 19912358 0.0493
75000 0.05 2734 3 18296088 19912358 0.0482
75000 0.05 2734 3 18296088 19912358 0.051
75000 0.05 2734 3 18296088 19912358 0.049
75000 0.05 2734 3 18296088 19912358 0.0547
75000 0.05 2734 3 18296088 19912358 0.0505
75000 0.05 2734 3 18296088 19912358 0.0463
75000 0.05 2734 3 18296088 19912358 0.0483
75000 0.05 2734 3 18296088 19912358 0.0526
75000 0.05 2734 3 18296088 19912358 0.0494
75000 0.05 2734 3 18296088 19912358 0.0465
75000 0.5 2734 3 18296088 19912358 0.512
75000 0.5 2734 3 18296088 19912358 0.509
75000 0.5 2734 3 18296088 19912358 0.513
75000 0.5 2734 3 18296088 19912358 0.507
75000 0.5 2734 3 18296088 19912358 0.518
75000 0.5 2734 3 18296088 19912358 0.495
75000 0.5 2734 3 18296088 19912358 0.511
75000 0.5 2734 3 18296088 19912358 0.504
75000 0.5 2734 3 18296088 19912358 0.509
75000 0.5 2734 3 18296088 19912358 0.509
75000 0.5 2734 3 18296088 19912358 0.515
75000 0.5 2734 3 18296088 19912358 0.526
75000 0.5 2734 3 18296088 19912358 0.511
75000 0.5 2734 3 18296088 19912358 0.503
75000 0.5 2734 3 18296088 19912358 0.518
75000 0.5 2734 3 18296088 19912358 0.513
75000 0.5 2734 3 18296088 19912358 0.512
75000 0.5 2734 3 18296088 19912358 0.51
75000 0.5 2734 3 18296088 19912358 0.504
75000 0.5 2734 3 18296088 19912358 0.509
75000 0.5 2734 3 18296088 19912358 0.512
75000 0.5 2734 3 18296088 19912358 0.508
75000 0.5 2734 3 18296088 19912358 0.506
75000 0.5 2734 3 18296088 19912358 0.513
75000 0.5 2734 3 18296088 19912358 0.502
75000 0.5 2734 3 18296088 19912358 0.512
75000 0.5 2734 3 18296088 19912358 0.508
75000 0.5 2734 3 18296088 19912358 0.503
75000 0.5 2734 3 18296088 19912358 0.507
75000 0.5 2734 3 18296088 19912358 0.512
75000 0.5 2734 3 18296088 19912358 0.515
75000 0.5 2734 3 18296088 19912358 0.505
75000 0.5 2734 3 18296088 19912358 0.508
75000 0.5 2734 3 18296088 19912358 0.514
75000 0.5 2734 3 18296088 19912358 0.496
75000 0.5 2734 3 18296088 19912358 0.507
75000 0.5 2734 3 18296088 19912358 0.509
75000 0.5 2734 3 18296088 19912358 0.515
75000 0.5 2734 3 18296088 19912358 0.514
75000 0.5 2734 3 18296088 19912358 0.514
75000 0.5 2734 3 18296088 19912358 0.508
75000 0.5 2734 3 18296088 19912358 0.5
75000 0.5 2734 3 18296088 19912358 0.51
75000 0.5 2734 3 18296088 19912358 0.5
75000 0.5 2734 3 18296088 19912358 0.511
75000 0.5 2734 3 18296088 19912358 0.504
75000 0.5 2734 3 18296088 19912358 0.505
75000 0.5 2734 3 18296088 19912358 0.506
75000 0.5 2734 3 18296088 19912358 0.503
75000 0.5 2734 3 18296088 19912358 0.517
100000 0.0015 2734 3 18296088 19912358 0.000715
100000 0.0015 2734 3 18296088 19912358 0.00153
100000 0.0015 2734 3 18296088 19912358 0.00247
100000 0.0015 2734 3 18296088 19912358 0.00267
100000 0.0015 2734 3 18296088 19912358 0.00132
100000 0.0015 2734 3 18296088 19912358 0.00206
100000 0.0015 2734 3 18296088 19912358 0.00155
100000 0.0015 2734 3 18296088 19912358 0.00182
100000 0.0015 2734 3 18296088 19912358 0.00266
100000 0.0015 2734 3 18296088 19912358 -3.42e-05
100000 0.0015 2734 3 18296088 19912358 0.000763
100000 0.0015 2734 3 18296088 19912358 0.00178
100000 0.0015 2734 3 18296088 19912358 0.0025
100000 0.0015 2734 3 18296088 19912358 0.00125
100000 0.0015 2734 3 18296088 19912358 0.00171
100000 0.0015 2734 3 18296088 19912358 0.00165
100000 0.0015 2734 3 18296088 19912358 0.00343
100000 0.0015 2734 3 18296088 19912358 0.00237
100000 0.0015 2734 3 18296088 19912358 0.00112
100000 0.0015 2734 3 18296088 19912358 0.00338
100000 0.0015 2734 3 18296088 19912358 0.00211
100000 0.0015 2734 3 18296088 19912358 0.00125
100000 0.0015 2734 3 18296088 19912358 0.00219
100000 0.0015 2734 3 18296088 19912358 0.00174
100000 0.0015 2734 3 18296088 19912358 0.00233
100000 0.0015 2734 3 18296088 19912358 0.000513
100000 0.0015 2734 3 18296088 19912358 0.00204
100000 0.0015 2734 3 18296088 19912358 0.000924
100000 0.0015 2734 3 18296088 19912358 0.00102
100000 0.0015 2734 3 18296088 19912358 7.81e-05
100000 0.0015 2734 3 18296088 19912358 0.00112
100000 0.0015 2734 3 18296088 19912358 0.00234
100000 0.0015 2734 3 18296088 19912358 0.000569
100000 0.0015 2734 3 18296088 19912358 0.00113
100000 0.0015 2734 3 18296088 19912358 0.00103
100000 0.0015 2734 3 18296088 19912358 0.00112
100000 0.0015 2734 3 18296088 19912358 0.002
100000 0.0015 2734 3 18296088 19912358 0.000997
100000 0.0015 2734 3 18296088 19912358 0.00144
100000 0.0015 2734 3 18296088 19912358 0.00226
100000 0.0015 2734 3 18296088 19912358 0.000758
100000 0.0015 2734 3 18296088 19912358 -4.08e-05
100000 0.0015 2734 3 18296088 19912358 0.0016
100000 0.0015 2734 3 18296088 19912358 0.000587
100000 0.0015 2734 3 18296088 19912358 0.00101
100000 0.0015 2734 3 18296088 19912358 -0.000298
100000 0.0015 2734 3 18296088 19912358 0.00153
100000 0.0015 2734 3 18296088 19912358 0.00232
100000 0.0015 2734 3 18296088 19912358 0.00126
100000 0.0015 2734 3 18296088 19912358 0.000577
100000 0.05 2734 3 18296088 19912358 0.0488
100000 0.05 2734 3 18296088 19912358 0.0484
100000 0.05 2734 3 18296088 19912358 0.0529
100000 0.05 2734 3 18296088 19912358 0.0511
100000 0.05 2734 3 18296088 19912358 0.047
100000 0.05 2734 3 18296088 19912358 0.0501
100000 0.05 2734 3 18296088 19912358 0.0511
100000 0.05 2734 3 18296088 19912358 0.051
100000 0.05 2734 3 18296088 19912358 0.0509
100000 0.05 2734 3 18296088 19912358 0.051
100000 0.05 2734 3 18296088 19912358 0.0515
100000 0.05 2734 3 18296088 19912358 0.0505
100000 0.05 2734 3 18296088 19912358 0.0505
100000 0.05 2734 3 18296088 19912358 0.0538
100000 0.05 2734 3 18296088 19912358 0.0512
100000 0.05 2734 3 18296088 19912358 0.0491
100000 0.05 2734 3 18296088 19912358 0.0503
100000 0.05 2734 3 18296088 19912358 0.0489
100000 0.05 2734 3 18296088 19912358 0.0501
100000 0.05 2734 3 18296088 19912358 0.048
100000 0.05 2734 3 18296088 19912358 0.0497
100000 0.05 2734 3 18296088 19912358 0.0484
100000 0.05 2734 3 18296088 19912358 0.0495
100000 0.05 2734 3 18296088 19912358 0.0494
100000 0.05 2734 3 18296088 19912358 0.05
100000 0.05 2734 3 18296088 19912358 0.0507
100000 0.05 2734 3 18296088 19912358 0.0522
100000 0.05 2734 3 18296088 19912358 0.0483
100000 0.05 2734 3 18296088 19912358 0.052
100000 0.05 2734 3 18296088 19912358 0.0476
100000 0.05 2734 3 18296088 19912358 0.0513
100000 0.05 2734 3 18296088 19912358 0.0519
100000 0.05 2734 3 18296088 19912358 0.0507
100000 0.05 2734 3 18296088 19912358 0.0508
100000 0.05 2734 3 18296088 19912358 0.0498
100000 0.05 2734 3 18296088 19912358 0.0479
100000 0.05 2734 3 18296088 19912358 0.0481
100000 0.05 2734 3 18296088 19912358 0.0504
100000 0.05 2734 3 18296088 19912358 0.0514
100000 0.05 2734 3 18296088 19912358 0.0521
100000 0.05 2734 3 18296088 19912358 0.05
100000 0.05 2734 3 18296088 19912358 0.0515
100000 0.05 2734 3 18296088 19912358 0.0499
100000 0.05 2734 3 18296088 19912358 0.0491
100000 0.05 2734 3 18296088 19912358 0.0493
100000 0.05 2734 3 18296088 19912358 0.0528
100000 0.05 2734 3 18296088 19912358 0.0482
100000 0.05 2734 3 18296088 19912358 0.0544
100000 0.05 2734 3 18296088 19912358 0.0515
100000 0.05 2734 3 18296088 19912358 0.0504
100000 0.5 2734 3 18296088 19912358 0.506
100000 0.5 2734 3 18296088 19912358 0.501
100000 0.5 2734 3 18296088 19912358 0.502
100000 0.5 2734 3 18296088 19912358 0.502
100000 0.5 2734 3 18296088 19912358 0.504
100000 0.5 2734 3 18296088 19912358 0.505
100000 0.5 2734 3 18296088 19912358 0.497
100000 0.5 2734 3 18296088 19912358 0.496
100000 0.5 2734 3 18296088 19912358 0.503
100000 0.5 2734 3 18296088 19912358 0.504
100000 0.5 2734 3 18296088 19912358 0.504
100000 0.5 2734 3 18296088 19912358 0.502
100000 0.5 2734 3 18296088 19912358 0.499
100000 0.5 2734 3 18296088 19912358 0.493
100000 0.5 2734 3 18296088 19912358 0.509
100000 0.5 2734 3 18296088 19912358 0.504
100000 0.5 2734 3 18296088 19912358 0.506
100000 0.5 2734 3 18296088 19912358 0.505
100000 0.5 2734 3 18296088 19912358 0.501
100000 0.5 2734 3 18296088 19912358 0.508
100000 0.5 2734 3 18296088 19912358 0.507
100000 0.5 2734 3 18296088 19912358 0.504
100000 0.5 2734 3 18296088 19912358 0.5
100000 0.5 2734 3 18296088 19912358 0.509
100000 0.5 2734 3 18296088 19912358 0.495
100000 0.5 2734 3 18296088 19912358 0.503
100000 0.5 2734 3 18296088 19912358 0.497
100000 0.5 2734 3 18296088 19912358 0.501
100000 0.5 2734 3 18296088 19912358 0.507
100000 0.5 2734 3 18296088 19912358 0.5
100000 0.5 2734 3 18296088 19912358 0.494
100000 0.5 2734 3 18296088 19912358 0.506
100000 0.5 2734 3 18296088 19912358 0.499
100000 0.5 2734 3 18296088 19912358 0.504
100000 0.5 2734 3 18296088 19912358 0.504
100000 0.5 2734 3 18296088 19912358 0.498
100000 0.5 2734 3 18296088 19912358 0.506
100000 0.5 2734 3 18296088 19912358 0.502
100000 0.5 2734 3 18296088 19912358 0.504
100000 0.5 2734 3 18296088 19912358 0.505
100000 0.5 2734 3 18296088 19912358 0.502
100000 0.5 2734 3 18296088 19912358 0.5
100000 0.5 2734 3 18296088 19912358 0.5
100000 0.5 2734 3 18296088 19912358 0.508
100000 0.5 2734 3 18296088 19912358 0.505
100000 0.5 2734 3 18296088 19912358 0.499
100000 0.5 2734 3 18296088 19912358 0.499
100000 0.5 2734 3 18296088 19912358 0.505
100000 0.5 2734 3 18296088 19912358 0.504
100000 0.5 2734 3 18296088 19912358 0.495
5000 0.0015 2961 3 19912358 22357325 0.00472
5000 0.0015 2961 3 19912358 22357325 -0.00636
5000 0.0015 2961 3 19912358 22357325 0.000344
5000 0.0015 2961 3 19912358 22357325 0.0107
5000 0.0015 2961 3 19912358 22357325 0.0234
5000 0.0015 2961 3 19912358 22357325 0.0795
5000 0.0015 2961 3 19912358 22357325 0.00259
5000 0.0015 2961 3 19912358 22357325 0.0194
5000 0.0015 2961 3 19912358 22357325 0.0379
5000 0.0015 2961 3 19912358 22357325 -0.0184
5000 0.0015 2961 3 19912358 22357325 0.0939
5000 0.0015 2961 3 19912358 22357325 0.037
5000 0.0015 2961 3 19912358 22357325 -0.0255
5000 0.0015 2961 3 19912358 22357325 0.0121
5000 0.0015 2961 3 19912358 22357325 0.0202
5000 0.0015 2961 3 19912358 22357325 0.0474
5000 0.0015 2961 3 19912358 22357325 -0.0327
5000 0.0015 2961 3 19912358 22357325 0.0265
5000 0.0015 2961 3 19912358 22357325 0.053
5000 0.0015 2961 3 19912358 22357325 0.015
5000 0.0015 2961 3 19912358 22357325 0.0103
5000 0.0015 2961 3 19912358 22357325 0.0215
5000 0.0015 2961 3 19912358 22357325 0.0489
5000 0.0015 2961 3 19912358 22357325 0.0348
5000 0.0015 2961 3 19912358 22357325 0.0161
5000 0.0015 2961 3 19912358 22357325 -0.00263
5000 0.0015 2961 3 19912358 22357325 0.0319
5000 0.0015 2961 3 19912358 22357325 0.00438
5000 0.0015 2961 3 19912358 22357325 0.0398
5000 0.0015 2961 3 19912358 22357325 0.0135
5000 0.0015 2961 3 19912358 22357325 0.0496
5000 0.0015 2961 3 19912358 22357325 0.0283
5000 0.0015 2961 3 19912358 22357325 -0.0138
5000 0.0015 2961 3 19912358 22357325 0.0442
5000 0.0015 2961 3 19912358 22357325 0.0533
5000 0.0015 2961 3 19912358 22357325 -0.0099
5000 0.0015 2961 3 19912358 22357325 0.0808
5000 0.0015 2961 3 19912358 22357325 0.0779
5000 0.0015 2961 3 19912358 22357325 -0.00662
5000 0.0015 2961 3 19912358 22357325 -0.00185
5000 0.0015 2961 3 19912358 22357325 0.0273
5000 0.0015 2961 3 19912358 22357325 -0.0144
5000 0.0015 2961 3 19912358 22357325 -0.0424
5000 0.0015 2961 3 19912358 22357325 -0.0235
5000 0.0015 2961 3 19912358 22357325 0.0955
5000 0.0015 2961 3 19912358 22357325 0.0259
5000 0.0015 2961 3 19912358 22357325 0.000628
5000 0.0015 2961 3 19912358 22357325 0.0432
5000 0.0015 2961 3 19912358 22357325 0.0648
5000 0.0015 2961 3 19912358 22357325 0.0722
5000 0.05 2961 3 19912358 22357325 0.159
5000 0.05 2961 3 19912358 22357325 0.105
5000 0.05 2961 3 19912358 22357325 0.137
5000 0.05 2961 3 19912358 22357325 0.165
5000 0.05 2961 3 19912358 22357325 0.105
5000 0.05 2961 3 19912358 22357325 0.131
5000 0.05 2961 3 19912358 22357325 0.0775
5000 0.05 2961 3 19912358 22357325 0.172
5000 0.05 2961 3 19912358 22357325 0.175
5000 0.05 2961 3 19912358 22357325 0.228
5000 0.05 2961 3 19912358 22357325 0.107
5000 0.05 2961 3 19912358 22357325 0.137
5000 0.05 2961 3 19912358 22357325 0.154
5000 0.05 2961 3 19912358 22357325 0.111
5000 0.05 2961 3 19912358 22357325 0.133
5000 0.05 2961 3 19912358 22357325 0.127
5000 0.05 2961 3 19912358 22357325 0.109
5000 0.05 2961 3 19912358 22357325 0.157
5000 0.05 2961 3 19912358 22357325 0.107
5000 0.05 2961 3 19912358 22357325 0.122
5000 0.05 2961 3 19912358 22357325 0.0927
5000 0.05 2961 3 19912358 22357325 0.135
5000 0.05 2961 3 19912358 22357325 0.195
5000 0.05 2961 3 19912358 22357325 0.1
5000 0.05 2961 3 19912358 22357325 0.198
5000 0.05 2961 3 19912358 22357325 0.125
5000 0.05 2961 3 19912358 22357325 0.119
5000 0.05 2961 3 19912358 22357325 0.174
5000 0.05 2961 3 19912358 22357325 0.0755
5000 0.05 2961 3 19912358 22357325 0.193
5000 0.05 2961 3 19912358 22357325 0.15
5000 0.05 2961 3 19912358 22357325 0.154
5000 0.05 2961 3 19912358 22357325 0.173
5000 0.05 2961 3 19912358 22357325 0.097
5000 0.05 2961 3 19912358 22357325 0.117
5000 0.05 2961 3 19912358 22357325 0.135
5000 0.05 2961 3 19912358 22357325 0.163
5000 0.05 2961 3 19912358 22357325 0.118
5000 0.05 2961 3 19912358 22357325 0.127
5000 0.05 2961 3 19912358 22357325 0.135
5000 0.05 2961 3 19912358 22357325 0.119
5000 0.05 2961 3 19912358 22357325 0.184
5000 0.05 2961 3 19912358 22357325 0.233
5000 0.05 2961 3 19912358 22357325 0.181
5000 0.05 2961 3 19912358 22357325 0.109
5000 0.05 2961 3 19912358 22357325 0.149
5000 0.05 2961 3 19912358 22357325 0.147
5000 0.05 2961 3 19912358 22357325 0.193
5000 0.05 2961 3 19912358 22357325 0.156
5000 0.05 2961 3 19912358 22357325 0.174
5000 0.5 2961 3 19912358 22357325 1
5000 0.5 2961 3 19912358 22357325 1.38
5000 0.5 2961 3 19912358 22357325 1.13
5000 0.5 2961 3 19912358 22357325 1.1
5000 0.5 2961 3 19912358 22357325 0.988
5000 0.5 2961 3 19912358 22357325 1.35
5000 0.5 2961 3 19912358 22357325 1.15
5000 0.5 2961 3 19912358 22357325 1.13
5000 0.5 2961 3 19912358 22357325 1.09
5000 0.5 2961 3 19912358 22357325 1.04
5000 0.5 2961 3 19912358 22357325 1.12
5000 0.5 2961 3 19912358 22357325 1.01
5000 0.5 2961 3 19912358 22357325 1.29
5000 0.5 2961 3 19912358 22357325 1.22
5000 0.5 2961 3 19912358 22357325 1.16
5000 0.5 2961 3 19912358 22357325 1.11
5000 0.5 2961 3 19912358 22357325 1.17
5000 0.5 2961 3 19912358 22357325 1.08
5000 0.5 2961 3 19912358 22357325 1.08
5000 0.5 2961 3 19912358 22357325 1.23
5000 0.5 2961 3 19912358 22357325 1.03
5000 0.5 2961 3 19912358 22357325 1.3
5000 0.5 2961 3 19912358 22357325 1.1
5000 0.5 2961 3 19912358 22357325 1.05
5000 0.5 2961 3 19912358 22357325 1.12
5000 0.5 2961 3 19912358 22357325 1.12
5000 0.5 2961 3 19912358 22357325 1.21
5000 0.5 2961 3 19912358 22357325 1.33
5000 0.5 2961 3 19912358 22357325 1.07
5000 0.5 2961 3 19912358 22357325 1.1
5000 0.5 2961 3 19912358 22357325 1.08
5000 0.5 2961 3 19912358 22357325 1.48
5000 0.5 2961 3 19912358 22357325 1.07
5000 0.5 2961 3 19912358 22357325 1.05
5000 0.5 2961 3 19912358 22357325 1.06
5000 0.5 2961 3 19912358 22357325 1.1
5000 0.5 2961 3 19912358 22357325 1.13
5000 0.5 2961 3 19912358 22357325 1.18
5000 0.5 2961 3 19912358 22357325 1.11
5000 0.5 2961 3 19912358 22357325 0.975
5000 0.5 2961 3 19912358 22357325 1.11
5000 0.5 2961 3 19912358 22357325 1.17
5000 0.5 2961 3 19912358 22357325 1.14
5000 0.5 2961 3 19912358 22357325 0.935
5000 0.5 2961 3 19912358 22357325 1.23
5000 0.5 2961 3 19912358 22357325 1.04
5000 0.5 2961 3 19912358 22357325 1.22
5000 0.5 2961 3 19912358 22357325 1.04
5000 0.5 2961 3 19912358 22357325 1.04
5000 0.5 2961 3 19912358 22357325 1.17
7500 0.0015 2961 3 19912358 22357325 0.0159
7500 0.0015 2961 3 19912358 22357325 0.0508
7500 0.0015 2961 3 19912358 22357325 0.0388
7500 0.0015 2961 3 19912358 22357325 -0.00624
7500 0.0015 2961 3 19912358 22357325 -0.000657
7500 0.0015 2961 3 19912358 22357325 0.000992
7500 0.0015 2961 3 19912358 22357325 0.0118
7500 0.0015 2961 3 19912358 22357325 -0.00655
7500 0.0015 2961 3 19912358 22357325 -0.0138
7500 0.0015 2961 3 19912358 22357325 0.0361
7500 0.0015 2961 3 19912358 22357325 0.0188
7500 0.0015 2961 3 19912358 22357325 0.0096
7500 0.0015 2961 3 19912358 22357325 0.0464
7500 0.0015 2961 3 19912358 22357325 0.00866
7500 0.0015 2961 3 19912358 22357325 -0.00267
7500 0.0015 2961 3 19912358 22357325 0.0634
7500 0.0015 2961 3 19912358 22357325 0.0139
7500 0.0015 2961 3 19912358 22357325 0.0408
7500 0.0015 2961 3 19912358 22357325 0.01
7500 0.0015 2961 3 19912358 22357325 0.0321
7500 0.0015 2961 3 19912358 22357325 0.0307
7500 0.0015 2961 3 19912358 22357325 0.0384
7500 0.0015 2961 3 19912358 22357325 0.000787
7500 0.0015 2961 3 19912358 22357325 0.0375
7500 0.0015 2961 3 19912358 22357325 0.0699
7500 0.0015 2961 3 19912358 22357325 0.0267
7500 0.0015 2961 3 19912358 22357325 0.0216
7500 0.0015 2961 3 19912358 22357325 0.0375
7500 0.0015 2961 3 19912358 22357325 0.00972
7500 0.0015 2961 3 19912358 22357325 0.0249
7500 0.0015 2961 3 19912358 22357325 0.00472
7500 0.0015 2961 3 19912358 22357325 0.0332
7500 0.0015 2961 3 19912358 22357325 0.0142
7500 0.0015 2961 3 19912358 22357325 -0.00729
7500 0.0015 2961 3 19912358 22357325 0.0196
7500 0.0015 2961 3 19912358 22357325 0.011
7500 0.0015 2961 3 19912358 22357325 -0.00202
7500 0.0015 2961 3 19912358 22357325 0.0144
7500 0.0015 2961 3 19912358 22357325 -0.0126
7500 0.0015 2961 3 19912358 22357325 -0.00493
7500 0.0015 2961 3 19912358 22357325 0.0681
7500 0.0015 2961 3 19912358 22357325 0.0105
7500 0.0015 2961 3 19912358 22357325 -0.0199
7500 0.0015 2961 3 19912358 22357325 -0.00206
7500 0.0015 2961 3 19912358 22357325 0.0432
7500 0.0015 2961 3 19912358 22357325 -0.00539
7500 0.0015 2961 3 19912358 22357325 0.025
7500 0.0015 2961 3 19912358 22357325 0.0381
7500 0.0015 2961 3 19912358 22357325 0.0754
7500 0.0015 2961 3 19912358 22357325 0.00636
7500 0.05 2961 3 19912358 22357325 0.0955
7500 0.05 2961 3 19912358 22357325 0.114
7500 0.05 2961 3 19912358 22357325 0.129
7500 0.05 2961 3 19912358 22357325 0.149
7500 0.05 2961 3 19912358 22357325 0.0902
7500 0.05 2961 3 19912358 22357325 0.0888
7500 0.05 2961 3 19912358 22357325 0.141
7500 0.05 2961 3 19912358 22357325 0.083
7500 0.05 2961 3 19912358 22357325 0.102
7500 0.05 2961 3 19912358 22357325 0.126
7500 0.05 2961 3 19912358 22357325 0.0807
7500 0.05 2961 3 19912358 22357325 0.11
7500 0.05 2961 3 19912358 22357325 0.124
7500 0.05 2961 3 19912358 22357325 0.13
7500 0.05 2961 3 19912358 22357325 0.0564
7500 0.05 2961 3 19912358 22357325 0.0801
7500 0.05 2961 3 19912358 22357325 0.11
7500 0.05 2961 3 19912358 22357325 0.0727
7500 0.05 2961 3 19912358 22357325 0.102
7500 0.05 2961 3 19912358 22357325 0.112
7500 0.05 2961 3 19912358 22357325 0.104
7500 0.05 2961 3 19912358 22357325 0.0829
7500 0.05 2961 3 19912358 22357325 0.0715
7500 0.05 2961 3 19912358 22357325 0.049
7500 0.05 2961 3 19912358 22357325 0.0812
7500 0.05 2961 3 19912358 22357325 0.0848
7500 0.05 2961 3 19912358 22357325 0.147
7500 0.05 2961 3 19912358 22357325 0.197
7500 0.05 2961 3 19912358 22357325 0.0897
7500 0.05 2961 3 19912358 22357325 0.0731
7500 0.05 2961 3 19912358 22357325 0.139
7500 0.05 2961 3 19912358 22357325 0.0846
7500 0.05 2961 3 19912358 22357325 0.0876
7500 0.05 2961 3 19912358 22357325 0.069
7500 0.05 2961 3 19912358 22357325 0.107
7500 0.05 2961 3 19912358 22357325 0.149
7500 0.05 2961 3 19912358 22357325 0.159
7500 0.05 2961 3 19912358 22357325 0.0786
7500 0.05 2961 3 19912358 22357325 0.0909
7500 0.05 2961 3 19912358 22357325 0.0982
7500 0.05 2961 3 19912358 22357325 0.0702
7500 0.05 2961 3 19912358 22357325 0.0797
7500 0.05 2961 3 19912358 22357325 0.0881
7500 0.05 2961 3 19912358 22357325 0.119
7500 0.05 2961 3 19912358 22357325 0.121
7500 0.05 2961 3 19912358 22357325 0.161
7500 0.05 2961 3 19912358 22357325 0.086
7500 0.05 2961 3 19912358 22357325 0.0719
7500 0.05 2961 3 19912358 22357325 0.0809
7500 0.05 2961 3 19912358 22357325 0.0833
7500 0.5 2961 3 19912358 22357325 0.853
7500 0.5 2961 3 19912358 22357325 0.909
7500 0.5 2961 3 19912358 22357325 0.765
7500 0.5 2961 3 19912358 22357325 0.946
7500 0.5 2961 3 19912358 22357325 0.82
7500 0.5 2961 3 19912358 22357325 0.869
7500 0.5 2961 3 19912358 22357325 0.964
7500 0.5 2961 3 19912358 22357325 0.805
7500 0.5 2961 3 19912358 22357325 0.969
7500 0.5 2961 3 19912358 22357325 0.839
7500 0.5 2961 3 19912358 22357325 0.891
7500 0.5 2961 3 19912358 22357325 0.809
7500 0.5 2961 3 19912358 22357325 1.01
